E;17-07-2010 16:06:42.000;17-07-2010 16:07:27.000;45
F;17-07-2010 16:16:41.000;17-07-2010 16:18:45.000;124
D;18-07-2010 07:26:40.000;18-07-2010 07:29:26.000;166
F;18-07-2010 07:51:40.000;18-07-2010 07:53:27.000;107
D;20-07-2010 08:01:03.000;20-07-2010 08:03:41.000;158
E;20-07-2010 08:16:07.000;20-07-2010 08:16:46.000;39
F;20-07-2010 08:25:54.000;20-07-2010 08:27:48.000;114
D;20-07-2010 11:52:54.000;20-07-2010 11:55:43.000;169
E;20-07-2010 12:08:04.000;20-07-2010 12:09:24.000;80
F;20-07-2010 12:17:53.000;20-07-2010 12:19:59.000;126
D;22-07-2010 23:25:08.000;22-07-2010 23:26:42.000;94
E;22-07-2010 23:40:04.000;22-07-2010 23:41:00.000;56
F;22-07-2010 23:50:06.000;22-07-2010 23:51:50.000;104
D;26-07-2010 14:00:07.000;26-07-2010 14:02:23.000;136
E;26-07-2010 14:15:11.000;26-07-2010 14:15:48.000;37
F;26-07-2010 14:25:00.000;26-07-2010 14:27:08.000;128
D;26-07-2010 20:56:55.000;26-07-2010 20:59:35.000;160
E;26-07-2010 21:11:52.000;26-07-2010 21:12:28.000;36
F;26-07-2010 21:21:47.000;26-07-2010 21:23:53.000;126
D;05-08-2010 06:08:54.000;05-08-2010 06:10:15.000;81
E;05-08-2010 06:23:51.000;05-08-2010 06:24:29.000;38
F;05-08-2010 06:33:50.000;05-08-2010 06:35:57.000;127
D;09-08-2010 17:48:44.000;09-08-2010 17:51:00.000;136
E;09-08-2010 18:03:38.000;09-08-2010 18:04:37.000;59
F;09-08-2010 18:13:44.000;09-08-2010 18:15:59.000;135
D;15-08-2010 14:57:28.000;15-08-2010 14:59:26.000;118
E;15-08-2010 15:12:19.000;15-08-2010 15:12:59.000;40
F;15-08-2010 15:22:24.000;15-08-2010 15:24:35.000;131
D;15-08-2010 17:32:16.000;15-08-2010 17:34:27.000;131
E;15-08-2010 17:47:07.000;15-08-2010 17:48:27.000;80
F;15-08-2010 17:57:12.000;15-08-2010 17:58:42.000;90
D;24-08-2010 16:27:27.000;24-08-2010 16:28:59.000;92
E;24-08-2010 16:42:30.000;24-08-2010 16:43:44.000;74
D;28-08-2010 08:38:09.000;28-08-2010 08:39:22.000;73
E;28-08-2010 08:53:00.000;28-08-2010 08:54:03.000;63
F;28-08-2010 09:03:03.000;28-08-2010 09:05:27.000;144
D;30-08-2010 01:15:59.000;30-08-2010 01:17:20.000;81
D;31-08-2010 13:34:51.000;31-08-2010 13:35:59.000;68
E;31-08-2010 13:49:49.000;31-08-2010 13:50:54.000;65
D;02-09-2010 13:30:29.000;02-09-2010 13:32:23.000;114
E;02-09-2010 13:45:23.000;02-09-2010 13:46:32.000;69
F;02-09-2010 13:55:38.000;02-09-2010 13:57:25.000;107
D;04-09-2010 10:29:32.000;04-09-2010 10:32:29.000;177
E;04-09-2010 10:44:40.000;04-09-2010 10:45:33.000;53
F;04-09-2010 10:54:33.000;04-09-2010 10:56:08.000;95
D;08-09-2010 16:58:45.000;08-09-2010 17:00:20.000;95
E;08-09-2010 17:13:44.000;08-09-2010 17:14:25.000;41
F;08-09-2010 17:23:37.000;08-09-2010 17:25:44.000;127
D;09-09-2010 11:12:12.000;09-09-2010 11:15:10.000;178
E;09-09-2010 11:27:19.000;09-09-2010 11:28:20.000;61
F;09-09-2010 11:37:20.000;09-09-2010 11:39:35.000;135
D;16-09-2010 09:35:09.000;16-09-2010 09:37:25.000;136
E;16-09-2010 09:50:08.000;16-09-2010 09:50:55.000;47
F;16-09-2010 10:00:08.000;16-09-2010 10:02:31.000;143
D;19-09-2010 08:33:32.000;19-09-2010 08:35:25.000;113
E;19-09-2010 08:48:29.000;19-09-2010 08:49:38.000;69
F;19-09-2010 08:58:37.000;19-09-2010 09:00:36.000;119
D;19-09-2010 16:08:06.000;19-09-2010 16:10:08.000;122
F;19-09-2010 16:33:16.000;19-09-2010 16:35:18.000;122
D;23-09-2010 14:25:23.000;23-09-2010 14:27:14.000;111
E;23-09-2010 14:40:27.000;23-09-2010 14:41:28.000;61
F;23-09-2010 14:50:16.000;23-09-2010 14:52:18.000;122
F;01-05-2010 14:34:49.000;01-05-2010 14:36:19.000;90
G;01-05-2010 15:14:41.000;01-05-2010 15:15:48.000;67
F;05-05-2010 12:04:59.000;05-05-2010 12:06:32.000;93
G;05-05-2010 12:45:05.000;05-05-2010 12:45:54.000;49
F;14-05-2010 23:01:56.000;14-05-2010 23:03:59.000;123
G;14-05-2010 23:41:59.000;14-05-2010 23:43:10.000;71
F;17-05-2010 10:35:28.000;17-05-2010 10:37:01.000;93
G;17-05-2010 11:15:22.000;17-05-2010 11:16:51.000;89
F;25-05-2010 10:22:56.000;25-05-2010 10:24:37.000;101
G;25-05-2010 11:02:53.000;25-05-2010 11:03:43.000;50
F;01-06-2010 21:45:38.000;01-06-2010 21:47:59.000;141
F;08-06-2010 20:48:22.000;08-06-2010 20:50:48.000;146
G;08-06-2010 21:28:23.000;08-06-2010 21:29:01.000;38
F;10-06-2010 15:57:18.000;10-06-2010 15:59:32.000;134
G;10-06-2010 16:37:24.000;10-06-2010 16:38:35.000;71
F;12-06-2010 06:26:51.000;12-06-2010 06:28:26.000;95
G;12-06-2010 07:06:42.000;12-06-2010 07:07:56.000;74
F;12-06-2010 09:26:38.000;12-06-2010 09:28:49.000;131
G;12-06-2010 10:06:41.000;12-06-2010 10:07:39.000;58
F;16-06-2010 16:43:53.000;16-06-2010 16:46:11.000;138
F;17-06-2010 10:13:53.000;17-06-2010 10:16:08.000;135
G;17-06-2010 10:53:47.000;17-06-2010 10:54:52.000;65
F;17-06-2010 17:47:25.000;17-06-2010 17:49:25.000;120
G;17-06-2010 18:27:30.000;17-06-2010 18:28:33.000;63
F;19-06-2010 21:37:41.000;19-06-2010 21:39:54.000;133
G;19-06-2010 22:17:42.000;19-06-2010 22:19:05.000;83
F;21-06-2010 02:29:29.000;21-06-2010 02:31:45.000;136
G;21-06-2010 03:09:36.000;21-06-2010 03:10:38.000;62
F;23-06-2010 08:55:27.000;23-06-2010 08:57:10.000;103
G;23-06-2010 09:35:18.000;23-06-2010 09:36:25.000;67
F;09-07-2010 19:11:36.000;09-07-2010 19:13:35.000;119
G;09-07-2010 19:51:43.000;09-07-2010 19:52:15.000;32
F;10-07-2010 07:47:17.000;10-07-2010 07:49:00.000;103
G;10-07-2010 08:27:22.000;10-07-2010 08:28:31.000;69
F;10-07-2010 23:34:46.000;10-07-2010 23:37:09.000;143
G;11-07-2010 00:14:55.000;11-07-2010 00:16:08.000;73
F;11-07-2010 14:34:34.000;11-07-2010 14:36:27.000;113
G;11-07-2010 15:14:25.000;11-07-2010 15:15:41.000;76
F;11-07-2010 21:14:57.000;11-07-2010 21:17:15.000;138
G;11-07-2010 21:54:49.000;11-07-2010 21:56:06.000;77
F;15-07-2010 13:37:31.000;15-07-2010 13:39:31.000;120
G;15-07-2010 14:17:32.000;15-07-2010 14:18:10.000;38
F;22-07-2010 16:43:31.000;22-07-2010 16:45:21.000;110
G;22-07-2010 17:23:40.000;22-07-2010 17:24:37.000;57
F;24-07-2010 07:42:50.000;24-07-2010 07:44:32.000;102
F;09-08-2010 15:21:59.000;09-08-2010 15:23:48.000;109
G;09-08-2010 16:01:54.000;09-08-2010 16:02:29.000;35
F;10-08-2010 23:55:20.000;10-08-2010 23:57:11.000;111
G;11-08-2010 00:35:18.000;11-08-2010 00:36:42.000;84
F;28-08-2010 15:41:16.000;28-08-2010 15:43:17.000;121
F;29-08-2010 07:52:44.000;29-08-2010 07:54:52.000;128
G;29-08-2010 08:32:52.000;29-08-2010 08:33:43.000;51
F;04-09-2010 16:34:31.000;04-09-2010 16:36:01.000;90
G;04-09-2010 17:14:25.000;04-09-2010 17:15:10.000;45
F;04-09-2010 23:29:25.000;04-09-2010 23:30:56.000;91
G;05-09-2010 00:09:28.000;05-09-2010 00:10:46.000;78
F;06-09-2010 12:37:07.000;06-09-2010 12:38:45.000;98
G;06-09-2010 13:17:02.000;06-09-2010 13:17:37.000;35
F;18-09-2010 05:17:19.000;18-09-2010 05:19:47.000;148
G;18-09-2010 05:57:27.000;18-09-2010 05:58:04.000;37
F;22-09-2010 17:29:41.000;22-09-2010 17:31:25.000;104
G;22-09-2010 18:09:37.000;22-09-2010 18:11:07.000;90
F;23-09-2010 03:50:41.000;23-09-2010 03:52:45.000;124
F;25-09-2010 05:12:35.000;25-09-2010 05:14:49.000;134
G;25-09-2010 05:52:34.000;25-09-2010 05:53:32.000;58
F;29-09-2010 20:23:19.000;29-09-2010 20:25:24.000;125
G;29-09-2010 21:03:24.000;29-09-2010 21:04:34.000;70
A;10-05-2010 04:51:33.000;10-05-2010 04:53:32.000;119
B;10-05-2010 05:06:34.000;10-05-2010 05:07:47.000;73
A;12-05-2010 23:32:05.000;12-05-2010 23:34:05.000;120
A;23-05-2010 14:40:37.000;23-05-2010 14:42:30.000;113
B;23-05-2010 14:55:31.000;23-05-2010 14:56:30.000;59
A;26-05-2010 04:51:54.000;26-05-2010 04:54:02.000;128
B;26-05-2010 05:07:02.000;26-05-2010 05:07:57.000;55
A;09-06-2010 18:05:06.000;09-06-2010 18:07:06.000;120
A;10-06-2010 14:47:54.000;10-06-2010 14:49:45.000;111
B;10-06-2010 15:02:50.000;10-06-2010 15:03:38.000;48
A;12-06-2010 18:59:20.000;12-06-2010 19:01:15.000;115
B;12-06-2010 19:14:26.000;12-06-2010 19:15:20.000;54
A;25-06-2010 16:05:05.000;25-06-2010 16:07:03.000;118
A;01-07-2010 18:43:56.000;01-07-2010 18:45:47.000;111
B;01-07-2010 18:58:47.000;01-07-2010 18:59:32.000;45
A;08-07-2010 23:57:41.000;08-07-2010 23:59:44.000;123
B;09-07-2010 00:12:41.000;09-07-2010 00:13:31.000;50
A;13-07-2010 06:18:38.000;13-07-2010 06:20:36.000;118
A;18-07-2010 20:41:32.000;18-07-2010 20:43:36.000;124
B;18-07-2010 20:56:41.000;18-07-2010 20:57:41.000;60
A;24-07-2010 13:57:33.000;24-07-2010 13:59:23.000;110
A;25-07-2010 21:31:03.000;25-07-2010 21:33:05.000;122
B;25-07-2010 21:45:56.000;25-07-2010 21:47:08.000;72
A;29-07-2010 13:14:05.000;29-07-2010 13:16:12.000;127
B;29-07-2010 13:28:55.000;29-07-2010 13:30:01.000;66
A;01-08-2010 05:02:14.000;01-08-2010 05:04:19.000;125
B;01-08-2010 05:17:15.000;01-08-2010 05:18:17.000;62
A;04-08-2010 16:10:27.000;04-08-2010 16:12:18.000;111
B;04-08-2010 16:25:26.000;04-08-2010 16:26:14.000;48
A;06-08-2010 01:28:01.000;06-08-2010 01:30:06.000;125
B;06-08-2010 01:43:10.000;06-08-2010 01:44:02.000;52
A;08-08-2010 19:40:34.000;08-08-2010 19:42:35.000;121
B;08-08-2010 19:55:36.000;08-08-2010 19:56:42.000;66
A;10-08-2010 16:31:40.000;10-08-2010 16:33:46.000;126
B;10-08-2010 16:46:38.000;10-08-2010 16:47:47.000;69
A;10-08-2010 21:10:45.000;10-08-2010 21:12:49.000;124
A;12-08-2010 01:19:59.000;12-08-2010 01:21:55.000;116
A;14-08-2010 12:04:29.000;14-08-2010 12:06:22.000;113
A;18-08-2010 17:38:21.000;18-08-2010 17:40:20.000;119
B;18-08-2010 17:53:19.000;18-08-2010 17:54:03.000;44
A;25-08-2010 16:30:52.000;25-08-2010 16:32:50.000;118
B;25-08-2010 16:45:47.000;25-08-2010 16:46:47.000;60
A;29-08-2010 11:25:12.000;29-08-2010 11:27:08.000;116
B;29-08-2010 11:40:14.000;29-08-2010 11:41:04.000;50
A;31-08-2010 14:49:36.000;31-08-2010 14:51:39.000;123
B;31-08-2010 15:04:45.000;31-08-2010 15:05:58.000;73
A;07-09-2010 15:09:09.000;07-09-2010 15:11:16.000;127
B;07-09-2010 15:24:02.000;07-09-2010 15:25:12.000;70
A;13-09-2010 22:08:07.000;13-09-2010 22:10:08.000;121
B;13-09-2010 22:22:59.000;13-09-2010 22:23:58.000;59
A;21-09-2010 04:25:17.000;21-09-2010 04:27:12.000;115
B;21-09-2010 04:40:23.000;21-09-2010 04:41:36.000;73
A;22-09-2010 21:39:47.000;22-09-2010 21:41:53.000;126
B;22-09-2010 21:54:41.000;22-09-2010 21:55:41.000;60
A;23-09-2010 22:59:53.000;23-09-2010 23:02:01.000;128
B;23-09-2010 23:14:54.000;23-09-2010 23:16:07.000;73
B;15-05-2010 08:08:54.000;15-05-2010 08:09:37.000;43
C;15-05-2010 08:33:52.000;15-05-2010 08:35:50.000;118
B;19-05-2010 07:35:36.000;19-05-2010 07:36:49.000;73
C;19-05-2010 08:00:41.000;19-05-2010 08:02:56.000;135
B;21-05-2010 08:02:38.000;21-05-2010 08:03:27.000;49
C;21-05-2010 08:27:33.000;21-05-2010 08:30:01.000;148
B;22-05-2010 12:43:30.000;22-05-2010 12:44:40.000;70
C;22-05-2010 13:08:27.000;22-05-2010 13:10:45.000;138
B;25-05-2010 09:55:24.000;25-05-2010 09:56:16.000;52
C;25-05-2010 10:20:28.000;25-05-2010 10:22:14.000;106
B;27-05-2010 04:58:59.000;27-05-2010 05:00:07.000;68
C;27-05-2010 05:23:56.000;27-05-2010 05:25:43.000;107
B;05-06-2010 19:31:05.000;05-06-2010 19:32:19.000;74
C;05-06-2010 19:56:04.000;05-06-2010 19:58:34.000;150
B;09-06-2010 17:09:14.000;09-06-2010 17:10:07.000;53
C;09-06-2010 17:34:23.000;09-06-2010 17:36:04.000;101
B;14-06-2010 04:18:11.000;14-06-2010 04:19:07.000;56
C;14-06-2010 04:43:05.000;14-06-2010 04:45:04.000;119
B;14-06-2010 08:52:26.000;14-06-2010 08:53:08.000;42
C;14-06-2010 09:17:34.000;14-06-2010 09:19:24.000;110
B;17-06-2010 14:34:35.000;17-06-2010 14:35:53.000;78
B;20-06-2010 08:37:02.000;20-06-2010 08:37:53.000;51
C;20-06-2010 09:02:11.000;20-06-2010 09:04:31.000;140
B;27-06-2010 12:21:49.000;27-06-2010 12:22:35.000;46
C;27-06-2010 12:46:57.000;27-06-2010 12:49:11.000;134
B;05-07-2010 01:28:22.000;05-07-2010 01:29:08.000;46
C;05-07-2010 01:53:19.000;05-07-2010 01:55:04.000;105
B;05-07-2010 20:38:54.000;05-07-2010 20:39:49.000;55
B;06-07-2010 11:57:05.000;06-07-2010 11:58:25.000;80
C;06-07-2010 12:22:13.000;06-07-2010 12:24:42.000;149
B;07-07-2010 01:36:26.000;07-07-2010 01:37:32.000;66
C;07-07-2010 02:01:22.000;07-07-2010 02:03:32.000;130
B;12-07-2010 00:30:27.000;12-07-2010 00:31:14.000;47
C;12-07-2010 00:55:30.000;12-07-2010 00:57:42.000;132
B;13-07-2010 01:51:30.000;13-07-2010 01:52:22.000;52
C;13-07-2010 02:16:38.000;13-07-2010 02:18:40.000;122
B;13-07-2010 20:47:15.000;13-07-2010 20:48:28.000;73
C;13-07-2010 21:12:07.000;13-07-2010 21:13:39.000;92
B;13-07-2010 23:34:10.000;13-07-2010 23:34:53.000;43
C;13-07-2010 23:59:04.000;14-07-2010 00:01:20.000;136
B;14-07-2010 13:29:21.000;14-07-2010 13:30:30.000;69
C;14-07-2010 13:54:25.000;14-07-2010 13:56:16.000;111
B;23-07-2010 22:28:53.000;23-07-2010 22:29:33.000;40
C;23-07-2010 22:53:50.000;23-07-2010 22:56:06.000;136
B;09-08-2010 02:00:10.000;09-08-2010 02:01:27.000;77
C;09-08-2010 02:25:15.000;09-08-2010 02:26:45.000;90
B;09-08-2010 17:56:00.000;09-08-2010 17:56:54.000;54
C;09-08-2010 18:20:55.000;09-08-2010 18:23:14.000;139
B;12-08-2010 09:24:29.000;12-08-2010 09:25:19.000;50
C;12-08-2010 09:49:30.000;12-08-2010 09:51:24.000;114
B;15-08-2010 01:35:02.000;15-08-2010 01:35:58.000;56
C;15-08-2010 02:00:03.000;15-08-2010 02:02:11.000;128
B;16-08-2010 03:27:41.000;16-08-2010 03:28:38.000;57
C;16-08-2010 03:52:42.000;16-08-2010 03:54:28.000;106
B;20-08-2010 06:03:17.000;20-08-2010 06:04:11.000;54
B;03-09-2010 02:09:46.000;03-09-2010 02:10:30.000;44
C;03-09-2010 02:34:37.000;03-09-2010 02:36:35.000;118
B;09-09-2010 13:36:16.000;09-09-2010 13:37:27.000;71
C;09-09-2010 14:01:15.000;09-09-2010 14:03:21.000;126
B;15-09-2010 15:13:17.000;15-09-2010 15:14:14.000;57
C;15-09-2010 15:38:22.000;15-09-2010 15:40:17.000;115
B;24-09-2010 18:28:47.000;24-09-2010 18:29:45.000;58
C;24-09-2010 18:53:43.000;24-09-2010 18:55:51.000;128
B;28-09-2010 00:26:11.000;28-09-2010 00:27:20.000;69
C;28-09-2010 00:51:20.000;28-09-2010 00:53:31.000;131
